y_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,predicted_TOTAL_ELEC
2508.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.809
1635.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.882
937.4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4828
1489.8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.8821
795.0798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0798
8495.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8495.4795
707.1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.1534
3081.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.105
593.7009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7009
801.71075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.71075
2024.7623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.7623
2016.8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.8337
1676.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.503
2205.6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.6707
107.162605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.162605
9.151273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.151273
111.58797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.58797
925.54565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.54565
919.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.5218
4.922615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.922615
302.94492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.94492
1131.2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.2936
874.5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.5629
881.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.574
193.54663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.54663
105.49591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49591
626.6689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.6689
124.48021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.48021
750.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.1733
2034.3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.3003
1110.6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.6338
2904.5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904.5933
229.02184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.02184
3584.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584.0386
269.79608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.79608
267.84482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.84482
2761.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761.004
338.08813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.08813
39.967537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.967537
328.71033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.71033
315.35425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.35425
2822.0574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822.0574
388.1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1346
3069.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.458
1329.9526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.9526
1406.0913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.0913
353.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.6201
431.75113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.75113
4697.1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697.1387
1802.5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.5193
794.0855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0855
259.85092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.85092
369.85815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.85815
1690.7526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.7526
260.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.633
5156.8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156.8447
369.26163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.26163
977.29785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.29785
1905.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.2017
14.273299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.273299
764.54376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.54376
1328.3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.3505
532.5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.5119
720.2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.2608
493.32687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.32687
532.4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4351
885.98193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.98193
2507.3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507.3325
2865.9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865.9465
3415.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415.0625
2367.5164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367.5164
1727.3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.3545
2218.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.251
781.68604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.68604
12121.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12121.248
38.395966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.395966
187.53102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.53102
927.5931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.5931
1784.2952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.2952
401.06528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.06528
953.60406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.60406
1057.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.0283
2065.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.993
449.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.632
1860.5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.5367
521.9759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.9759
29.145485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.145485
620.0596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0596
631.80444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.80444
349.37717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.37717
2193.6453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.6453
492.0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0721
704.4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.4581
106.54495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.54495
1015.3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.3539
1191.9889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.9889
563.17145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.17145
868.1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.1247
896.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.785
1249.3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.3077
1147.2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.2527
243.98088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.98088
243.98088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.98088
392.60898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.60898
2327.3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.3972
547.8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8327
1066.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.0304
403.00534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.00534
392.48834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.48834
2053.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.6877
6.840952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.840952
338.14102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.14102
342.79153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.79153
1713.3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.3254
554.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.4049
2159.7605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.7605
6035.4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.4316
6028.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.4756
382.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1349
2041.4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.4558
836.20197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.20197
834.8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.8617
358.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2604
220.61325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.61325
730.22577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.22577
773.25757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.25757
765.72485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.72485
445.7477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.7477
182.40663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.40663
5853.6562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5853.6562
671.0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.0095
679.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.692
505.72028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.72028
6.5526986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5526986
1395.3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.3823
564.21967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.21967
1542.1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.1343
982.36206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.36206
1733.5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.5847
2633.2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.2788
2646.3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.3787
924.5031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.5031
1019.7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.7688
927.38983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.38983
1847.2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.2739
118.548645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.548645
557.0596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0596
187.99791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.99791
81.54184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.54184
1536.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.6475
